table_code,city,table_nbr,place_let,gender,pol_interest ,occupation,partic_past,responsabilite_pol ,grand_débat,rens_pre_eco ,rens_pre_dem ,rens_pre_fis ,rens_pre_etat ,theme,int_pre_eco ,int_pre_dem ,int_pre_fis ,int_pre_etat ,int_post_eco ,int_post_dem ,int_post_fis ,int_post_etat ,know_pre_eco ,know_pre_dem ,know_pre_fis ,know_pre_etat ,know_post_eco ,know_post_dem ,know_post_fis ,know_post_etat ,cx_pre_eco ,cx_pre_dem ,cx_pre_fis ,cx_pre_etat ,cx_post_eco ,cx_post_dem ,cx_post_fis ,cx_post_etat ,conf_trans_pre ,conf_trans_post ,conf_prise_pre ,conf_prise_post ,temps_exp_pre,oser_pre,ecoute_pre,perso_pre,sincere_pre,diff_op_pre,revendic_pre,diff_consensus_pre,change_avis_pre,respect_pre,concret_pre,discuss_pre,desaccord_aime_pre,desaccord_stimule_pre,homogen_pre,confiance_pre,temps_exp_post,oser_post,ecoute_post,perso_post,sincere_post,diff_op_post,revendic_post,diff_consensus_post,change_avis_post,respect_post,concret_post,discuss_post,desaccord_aime_post,desaccord_stimule_post,homogen_post,confiance_post,chgt_avis,deplu_quali,surplis_quali,sat_level_gen,sat_level_rythme,sat_level_exp,sat_level_info,sat_level_qual,doubl,appris,systematisation,double_answer,theme_diff,
ROU10,Rouen,10,C,1,7,NA,0,1,0,8,3,3,3,TE,10,10,10,10,10,10,8,8,5,8,3,5,7,5,3,4,10,10,10,10,10,5,10,10,8,10,10,9,10,0,0,5,10,10,0,5,0,10,10,10,0,0,0,5,10,0,0,0,10,10,8,2,0,10,10,10,0,10,0,10,1,"petit, regime, alimentaire","participant, implication, organisation",10,9,10,10,10,NA,10,10,0,0,
ROU10,Rouen,10,D,0,7,cadre,1,0,0,7,5,5,5,TE,9,8,8,8,8,7,7,7,7,6,6,7,8,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,5,2,3,3,4,7,2,5,5,5,5,8,2,7,2,5,8,2,2,5,8,4,7,2,3,7,6,8,2,8,4,5,0,NA,NA,7,7,7,7,8,8,6,8,0,0,
ROU10,Rouen,10,E,0,9,emp_non,0,0,0,5,5,6,6,TE,10,10,10,10,8,10,10,10,5,5,5,5,8,8,7,7,6,6,6,6,6,6,6,6,2,6,2,6,3,5,3,2,10,10,2,2,2,2,6,10,2,10,1,7,9,8,8,8,8,10,8,7,5,10,9,10,0,10,1,6,1,"brouhaha, ambiant","sujet, different, passion",9,8,8,8,8,9,8,8,0,0,
ROU10,Rouen,10,F,1,7,cadre,0,0,0,0,0,0,0,TE,10,9,8,8,9,8,7,7,3,3,3,3,7,4,4,4,2,6,5,5,9,9,9,9,8,7,7,5,8,2,2,2,8,8,2,7,5,8,2,8,6,8,7,7,9,2,1,0,10,10,5,2,2,10,5,10,5,10,1,10,1,bruit,"pression, consensus",7,3,7,4,8,3,7,NA,0,0,
ROU11,Rouen,11,A,0,8,retraite,0,0,1,5,5,5,5,TE,4,8,8,10,3,8,8,7,3,6,5,7,5,5,5,5,6,6,6,6,4,6,7,8,2,5,2,5,0,5,5,5,8,5,8,10,5,9,1,10,5,5,5,5,5,9,8,5,9,7,7,6,5,8,2,8,5,8,2,8,0,"thematique, bruit, dirigisme",NA,4,6,8,6,8,8,2,8,0,0,
ROU11,Rouen,11,B,1,8,artisan,1,1,2,6,6,6,6,TE,8,8,7,8,8,7,7,6,5,5,6,6,8,6,7,7,0,0,1,0,1,5,5,6,7,8,5,6,6,0,0,2,8,7,7,7,0,8,8,8,0,8,0,8,10,8,0,7,9,8,9,0,0,9,9,8,0,8,0,8,0,"bruit, plante, verte, mal de tete, mal, salle, excessil","bon, encadrement, decision, entente, participant, opinion, organisation, possibilite",9,9,8,8,8,8,8,8,0,0,
ROU11,Rouen,11,C,0,7,cadre,0,0,0,0,0,0,0,TE,8,8,10,10,8,8,8,8,5,6,6,6,6,5,4,9,8,7,7,7,9,9,9,9,8,2,2,2,4,9,2,5,5,9,0,10,5,8,1,10,3,7,1,8,8,1,4,1,8,8,7,7,4,8,2,9,4,8,3,8,0,"rencontre, salle, bruit, inapproprie","echange, participant",8,6,7,7,8,8,5,10,0,0,
ROU11,Rouen,11,D,1,5,retraite,2,0,0,0,0,0,0,TE,7,8,8,9,8,8,8,8,5,7,7,8,5,7,7,6,7,8,7,8,8,8,8,8,7,5,7,5,6,3,6,6,8,9,1,7,6,NA,5,7,6,8,5,8,9,8,9,3,7,5,6,2,2,7,5,7,5,7,5,8,1,bruit,"conference, interet",9,7,8,8,8,9,8,8,0,0,
ROU11,Rouen,11,F,0,7,cadre,2,1,0,3,3,2,3,TE,7,9,6,8,8,8,6,7,6,7,6,6,6,7,6,6,6,6,5,6,6,7,7,7,8,8,6,7,6,5,3,7,6,5,2,5,6,7,6,5,7,5,5,6,7,3,2,5,7,8,3,9,5,6,7,5,6,7,6,5,0,"bruit, salle","organisation, bon",8,7,8,6,8,7,6,9,0,0,
ROU11,Rouen,11,G,1,10,intermediaire,0,0,0,5,5,5,5,TE,10,10,10,10,10,10,10,10,5,7,8,7,10,10,10,5,5,5,5,5,4,7,5,6,5,5,5,5,10,0,0,0,7,7,5,5,5,5,3,5,5,5,0,5,10,0,0,0,0,10,10,2,3,10,2,10,NA,10,0,5,0,"partage, communication, facilite","partage, communication, facilite",10,6,8,10,10,10,5,10,0,0,
ROU15,Rouen,15,A,1,7,cadre,0,NA,0,0,0,0,0,ESP,7,7,7,7,7,5,8,9,4,5,7,7,5,5,7,7,NA,NA,NA,NA,5,5,5,5,NA,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,2,3,3,0,1,1,8,6,6,2,5,5,8,0,NA,NA,9,9,9,8,8,10,0,7,0,0,
ROU15,Rouen,15,B,1,10,emp_qualifie,1,0,2,5,10,5,9,ESP,5,10,8,10,3,10,8,10,5,7,2,6,6,10,3,10,,NA,NA,NA,NA,3,3,5,7,10,9,10,5,0,0,0,7,6,6,9,5,7,6,10,0,10,0,6,10,0,5,7,10,6,5,10,5,7,7,10,0,10,0,8,0,"securite, important, theme aborde, proposition","ouverture d'esprit, echange, divergence, actif ecoute, participant, ambiance, excellent",10,8,10,10,10,10,7,10,0,0,
ROU15,Rouen,15,C,1,5,artisan,0,0,0,0,0,0,0,ESP,3,8,5,5,5,5,5,5,5,5,5,5,5,5,3,6,5,5,5,5,5,5,5,5,5,6,5,9,10,0,0,0,10,10,5,5,5,10,9,10,0,10,0,10,5,0,5,6,9,6,0,6,5,6,8,9,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,
ROU15,Rouen,15,D,0,6,intermediaire,0,0,1,5,5,5,5,ESP,8,8,8,8,10,10,10,10,5,5,5,5,7,7,7,7,7,7,7,7,9,9,9,9,3,5,3,5,5,2,2,2,10,10,5,2,2,10,5,10,5,10,0,9,10,0,0,0,10,5,5,5,0,10,5,10,0,5,0,10,0,"premier, journee, sentiment","pays, implication, personne",5,2,7,4,7,5,5,7,0,0,
ROU15,Rouen,15,E,0,5,intermediaire,0,0,0,0,0,0,0,ESP,5,5,8,8,6,7,8,6,3,3,3,3,5,5,5,5,5,5,8,8,6,6,6,6,2,0,2,0,7,3,3,4,2,8,0,8,6,9,2,7,0,9,0,2,6,0,2,0,5,7,5,9,2,10,2,5,0,9,0,3,0,"sujet, changement, table",NA,5,3,5,6,8,5,2,4,0,0,
ROU15,Rouen,15,F,0,6,cadre,0,0,1,7,7,7,7,ESP,8,7,7,10,8,7,5,10,6,5,4,7,7,6,5,8,NA,NA,NA,NA,3,3,4,3,8,10,6,9,8,1,2,5,7,8,1,10,9,6,2,7,4,6,2,8,7,0,3,5,7,3,1,9,3,10,3,5,1,5,3,10,0,"bruyant, salle","qualite, organisation",7,4,8,9,2,10,2,0,0,0,
ROU2,Rouen,2,A,0,7,cadre,2,0,0,0,0,0,0,FDP,8,7,8,8,8,8,8,8,5,5,5,5,6,5,7,6,8,8,6,7,6,8,6,6,8,8,7,6,7,2,2,4,8,8,3,7,3,7,6,9,2,7,3,5,9,0,0,1,8,4,6,2,1,9,5,8,6,7,2,5,1,"sonore, salle","idee debat, ambiance, echange, fil conducteur",9,9,9,7,9,9,8,9,0,0,
ROU2,Rouen,2,B,0,10,etudiant,2,0,0,5,5,5,5,FDP,7,9,4,10,7,7,7,9,6,7,3,8,8,8,6,9,7,5,10,6,8,7,8,6,5,8,3,2,10,10,2,2,9,6,8,1,6,8,2,10,0,7,3,4,7,0,0,0,9,8,6,1,2,9,2,10,0,7,3,6,0,"premier, long, information, temps, jour","ourverture d'esprit, diversite, echange",8,7,8,8,7,9,7,7,0,0,
ROU2,Rouen,2,C,1,5,emp_qualifie,0,0,0,2,4,0,0,FDP,6,9,10,8,6,8,10,10,4,5,5,4,5,5,8,5,5,5,5,5,5,5,5,5,5,7,7,5,3,8,5,7,5,10,0,10,5,10,5,7,5,10,0,5,8,2,0,0,10,8,0,6,1,10,5,7,3,10,0,5,1,bruit,"ecoute, coecquipier",7,7,9,8,9,10,7,10,0,0,
ROU2,Rouen,2,D,1,9,emp_qualifie,0,0,1,3,2,1,2,FDP,9,8,6,8,9,4,9,3,7,5,3,4,8,5,7,4,8,7,9,8,6,3,7,5,6,8,7,6,8,5,1,0,9,8,1,5,2,9,5,9,1,8,1,0,7,3,0,0,9,4,2,2,3,9,4,9,1,7,3,8,0,"proche, seul, salle, bruit, groupe","debat qualite, constructif, echanges",8,4,8,8,9,8,9,10,0,0,
ROU2,Rouen,2,E,1,7,emp_qualifie,0,0,0,0,0,0,0,FDP,10,8,8,6,6,5,9,5,7,5,5,5,7,5,9,7,5,5,5,5,6,5,9,7,8,7,7,7,5,0,5,5,10,10,5,5,8,10,10,10,2,10,5,8,10,0,0,0,10,10,10,0,0,10,10,10,0,10,0,10,0,NA,NA,10,9,10,10,10,NA,7,10,0,0,
ROU2,Rouen,2,F,1,10,retraite,0,0,1,8,4,5,5,FDP,10,8,8,10,8,7,10,7,8,8,6,9,10,5,5,5,10,10,10,10,9,9,10,9,9,10,8,8,10,9,6,3,NA,5,1,7,2,7,7,9,8,8,2,9,10,0,0,2,10,2,4,0,1,10,6,10,0,7,3,10,0,"personne, origine, different, opportunite","deroulement, bon, chose",10,10,10,10,10,10,10,10,0,0,
ROU3,Rouen,3,B,0,9,etudiant,2,0,1,0,0,0,0,FDP,10,8,5,8,10,8,6,8,9,7,5,6,9,7,6,6,9,7,8,9,9,7,8,9,8,8,2,2,8,2,5,3,8,5,6,8,6,8,5,8,4,5,3,0,7,0,5,3,8,7,7,3,5,9,2,7,5,7,3,8,0,"theme, orientation, question, bruit, salle, manque de liberte, tirage au sort","sujet, ouverture, gestion, table, approfondissement, gens, accueil, hotel, facilitateur, repas, service, groupe sympathie",5,5,7,4,8,10,1,1,0,0,
ROU3,Rouen,3,C,1,NA,retraite,0,0,1,8,5,6,7,FDP,10,6,5,6,10,6,7,7,8,8,5,6,8,8,7,7,NA,3,5,5,8,6,9,6,5,6,5,5,8,0,0,5,8,9,7,9,7,7,5,7,3,7,2,5,8,0,5,5,8,8,5,4,8,8,4,7,3,7,2,5,0,"mauvais, salle, acoustique, debat, nieveau sonore","plan, idee, ecologique, personne",8,7,7,7,7,10,7,7,0,0,
ROU3,Rouen,3,D,0,7,ouv_qualifie,0,0,0,5,5,5,5,FDP,7,6,10,6,6,6,10,6,6,7,6,7,6,7,7,7,9,6,9,4,9,4,9,4,9,8,7,8,6,2,6,4,8,8,2,8,5,8,6,8,3,6,7,7,10,1,7,5,9,7,6,7,6,8,3,8,2,7,2,7,0,"manque, retraite, generation, jeune, femme, table, seul, represente, avis, mixite, homme, theme ",NA,6,9,9,8,6,6,7,2,0,0,
